-85 1 0 0.974498 0.00144331
-85 2 0 0.974498 0.00144331
-85 3 0 0.974498 0.00144331
-85 4 0 0.974498 0.00144331
-85 5 0 0.974498 0.00144331
-85 6 0 0.974498 0.00144331
-85 7 0 0.974498 0.00144331
-85 8 0 0.974498 0.00144331
-85 9 0 0.974498 0.00144331
-85 10 0 0.974498 0.00144331
-85 11 0 0.974498 0.00144331
-85 12 0 0.974498 0.00144331
-85 13 0 0.974498 0.00144331
-85 14 0 0.974498 0.00144331
-85 15 0 0.974498 0.00144331
-85 16 0 0.974498 0.00144331
-85 17 0 0.974498 0.00144331
-85 18 0 0.974498 0.00144331
-85 19 0 0.974498 0.00144331
-85 20 0 0.974498 0.00144331
-85 21 0 0.974498 0.00144331
-85 22 0 0.974498 0.00144331
-85 23 0 0.974498 0.00144331
-85 24 0 0.974498 0.00144331
-85 25 0 0.974498 0.00144331
-85 26 0 0.974498 0.00144331
-85 27 0 0.974498 0.00144331
-85 28 0 0.974498 0.00144331
-85 29 0 0.974498 0.00144331
-85 30 0 0.974498 0.00144331
-85 31 0 0.974498 0.00144331
-85 32 0 0.974498 0.00144331
-85 33 0 0.974498 0.00144331
-85 34 0 0.974498 0.00144331
-85 35 0 0.974498 0.00144331
-85 36 0 0.974498 0.00144331
-85 37 0 0.974498 0.00144331
-85 38 0 0.974498 0.00144331
-85 39 0 0.974498 0.00144331
-85 40 0 0.974498 0.00144331
-85 41 0 0.974498 0.00144331
-85 42 0 0.974498 0.00144331
-85 43 0 0.974498 0.00144331
-85 44 0 0.974498 0.00144331
-85 45 0 0.974498 0.00144331
-85 46 0 0.974498 0.00144331
-85 47 0 0.974498 0.00144331
-85 48 0 0.974498 0.00144331
-85 49 0 0.974498 0.00144331
-85 50 0 0.974498 0.00144331
-85 51 0 0.974498 0.00144331
-85 52 0 0.974498 0.00144331
-85 53 0 0.974498 0.00144331
-85 54 0 0.974498 0.00144331
-85 55 0 0.974498 0.00144331
-85 56 0 0.974498 0.00144331
-85 57 0 0.974498 0.00144331
-85 58 0 0.974498 0.00144331
-85 59 0 0.974498 0.00144331
