0 33 45 1 0.98169 0.00885838 0 0 
1 33 46 1 1.00344 0.00755353 0 0 
2 33 47 1 0.973587 0.00714525 0 0 
3 33 48 1 1.00083 0.00705124 0 0 
4 33 49 1 0.995938 0.00730391 0 0 
5 33 50 1 1.03276 0.00799181 0 0 
6 33 51 1 1.02214 0.00881034 0 0 
7 33 52 1 1.00149 0.0110803 0 0 
8 33 53 1 0.996763 0.008546 0 0 
9 33 54 1 0.983822 0.00945778 0 0 
10 33 55 1 1.06114 0.00953641 0 0 
11 33 56 1 1.00691 0.0161919 0 0 
12 34 43 1 0.984465 0.00851562 0 0 
13 34 44 1 1 0.0452864 0 0 
14 34 45 1 0.944214 0.00768178 0 0 
15 34 46 1 1.00548 0.00790026 0 0 
16 34 47 1 1.03035 0.00704955 0 0 
17 34 48 1 1.02932 0.0064 0 0 
18 34 49 1 1.07658 0.00696536 0 0 
19 34 50 1 1.03769 0.00708178 0 0 
20 34 51 1 1.00954 0.00603255 0 0 
21 34 52 1 0.953697 0.00607457 0 0 
22 34 53 1 0.972941 0.00598989 0 0 
23 34 54 1 0.972469 0.00641414 0 0 
24 34 55 1 1.07497 0.00775535 0 0 
25 34 56 1 1.03509 0.0113893 0 0 
26 34 57 1 0.985337 0.00950052 0 0 
27 34 58 1 0.951754 0.0152229 0 0 
28 35 41 1 0.979932 0.00839035 0 0 
29 35 42 1 1.0065 0.00926881 0 0 
30 35 43 1 0.955267 0.00638707 0 0 
31 35 44 1 0.923468 0.00645328 0 0 
32 35 45 1 1.04508 0.00865039 0 0 
33 35 46 1 1.06352 0.00685525 0 0 
34 35 47 1 1.04878 0.00670138 0 0 
35 35 48 1 1.08428 0.00724051 0 0 
36 35 49 1 1.04816 0.00631343 0 0 
37 35 50 1 1.04353 0.00589949 0 0 
38 35 51 1 0.990678 0.00587636 0 0 
39 35 52 1 0.984431 0.00634633 0 0 
40 35 53 1 1.03182 0.00634027 0 0 
41 35 54 1 0.986947 0.00568645 0 0 
42 35 55 1 1.06959 0.00740555 0 0 
43 35 56 1 1.05802 0.00774718 0 0 
44 35 57 1 1.03121 0.00746375 0 0 
45 35 58 1 1.01786 0.00807139 0 0 
46 35 59 1 1.04857 0.0112785 0 0 
47 35 60 1 1.03895 0.00948742 0 0 
48 36 40 1 1.0075 0.0090885 0 0 
49 36 41 1 0.972874 0.00642856 0 0 
50 36 42 1 0.954824 0.00656218 0 0 
51 36 43 1 0.953026 0.00547756 0 0 
52 36 44 1 0.928447 0.00672446 0 0 
53 36 45 1 0.967612 0.00618785 0 0 
54 36 46 1 1.04924 0.00690518 0 0 
55 36 47 1 1.03444 0.00714487 0 0 
56 36 48 1 1.03087 0.00643376 0 0 
57 36 49 1 0.987536 0.00657545 0 0 
58 36 50 1 0.992646 0.0072199 0 0 
59 36 51 1 1.02528 0.00724903 0 0 
60 36 52 1 1.04734 0.00734433 0 0 
61 36 53 1 1.05246 0.00602971 0 0 
62 36 54 1 1.01006 0.00621677 0 0 
63 36 55 1 1.01712 0.00669974 0 0 
64 36 56 1 1.0097 0.00722546 0 0 
65 36 57 1 0.976059 0.00553729 0 0 
66 36 58 1 1.0377 0.00639953 0 0 
67 36 59 1 1.00526 0.00668263 0 0 
68 36 60 1 1.02905 0.00776185 0 0 
69 36 61 1 1.01504 0.0075607 0 0 
70 37 39 1 0.975236 0.00815749 0 0 
71 37 40 1 1.06385 0.00683366 0 0 
72 37 41 1 1.00937 0.00640932 0 0 
73 37 42 1 0.925269 0.00557631 0 0 
74 37 43 1 0.969469 0.00614578 0 0 
75 37 44 1 0.94409 0.00571407 0 0 
76 37 45 1 0.981238 0.00562386 0 0 
77 37 46 1 1.00244 0.0061943 0 0 
78 37 47 1 1.02821 0.0061951 0 0 
79 37 48 1 1.00783 0.00505065 0 0 
80 37 49 1 0.963247 0.00511369 0 0 
81 37 50 1 0.969726 0.00752482 0 0 
82 37 51 1 0.994729 0.00571067 0 0 
83 37 52 1 0.950625 0.00517798 0 0 
84 37 53 1 1.01268 0.00600965 0 0 
85 37 54 1 1.01185 0.0059417 0 0 
86 37 55 1 1.02285 0.00662859 0 0 
87 37 56 1 1.05501 0.00714558 0 0 
88 37 57 1 0.998058 0.00609187 0 0 
89 37 58 1 1.03385 0.00608701 0 0 
90 37 59 1 1.00835 0.00631696 0 0 
91 37 60 1 1.01853 0.00653762 0 0 
92 37 61 1 1.06655 0.00777508 0 0 
93 37 62 1 1.0378 0.00660009 0 0 
94 38 38 1 1.00339 0.00646305 0 0 
95 38 39 1 0.999093 0.00628937 0 0 
96 38 40 1 1.12581 0.00847176 0 0 
97 38 41 1 1.03669 0.0070892 0 0 
98 38 42 1 1.02817 0.00710098 0 0 
99 38 43 1 1.0033 0.00565816 0 0 
100 38 44 1 1.00525 0.00618621 0 0 
101 38 45 1 1.0099 0.0062547 0 0 
102 38 46 1 1.02182 0.00740496 0 0 
103 38 47 1 1.00831 0.00696539 0 0 
104 38 48 1 0.987766 0.00506638 0 0 
105 38 49 1 0.952506 0.00538161 0 0 
106 38 50 1 0.948129 0.00534367 0 0 
107 38 51 1 0.944789 0.00550555 0 0 
108 38 52 1 0.893349 0.00452815 0 0 
109 38 53 1 1.00273 0.0063936 0 0 
110 38 54 1 1.00966 0.00554432 0 0 
111 38 55 1 1.0507 0.00581584 0 0 
112 38 56 1 1.08343 0.00617505 0 0 
113 38 57 1 1.10407 0.00737459 0 0 
114 38 58 1 1.03425 0.00617251 0 0 
115 38 59 1 1.07652 0.00606377 0 0 
116 38 60 1 1.0851 0.00715803 0 0 
117 38 61 1 1.0945 0.00723838 0 0 
118 38 62 1 1.0291 0.00659781 0 0 
119 38 63 1 1.04693 0.00871489 0 0 
120 39 37 1 0.959507 0.00639868 0 0 
121 39 38 1 0.987544 0.00629939 0 0 
122 39 39 1 1.06163 0.00734846 0 0 
123 39 40 1 1.0637 0.00684419 0 0 
124 39 41 1 1.0316 0.00675498 0 0 
125 39 42 1 1.06704 0.00688426 0 0 
126 39 43 1 1.01763 0.00535664 0 0 
127 39 44 1 1.03862 0.00609695 0 0 
